block_id,investigation_priority,final_severity,final_alert_type,hybrid_risk_score,rule_risk_score,rule_risk_level,isolation_label,ml_anomaly_risk,event_sequence,component_sequence,level_sequence,warn_count,exception_keyword_count,delete_keyword_count,rare_event_count,rare_transition_count,starts_normal_ends_exception,alert_explanation,recommended_action
blk_3763728533434719668,P2 - High Priority,High,rule_driven_high_risk,0.5583388286129961,12,Critical,anomaly,0.08611149793803308,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_7154985168984871115,P2 - High Priority,High,rule_driven_high_risk,0.5576281457685096,12,Critical,anomaly,0.08536913610231944,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_6241141267506413726,P2 - High Priority,High,rule_driven_high_risk,0.5573918349507287,12,Critical,anomaly,0.08512229162894036,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_7940316270494947483,P2 - High Priority,High,rule_driven_high_risk,0.5569227989126447,12,Critical,anomaly,0.08463234810919851,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_7517964792804498202,P2 - High Priority,High,rule_driven_high_risk,0.5564999724237333,12,Critical,anomaly,0.08419067394901325,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_4934527196392001803,P2 - High Priority,High,rule_driven_high_risk,0.5550926151322852,12,Critical,anomaly,0.08272058310541164,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_8466246428293623262,P2 - High Priority,High,rule_driven_high_risk,0.55482811875378,12,Critical,anomaly,0.08244429668790487,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_2879780987351022871,P2 - High Priority,High,rule_driven_high_risk,0.5541093518529443,12,Critical,anomaly,0.08169349044557861,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_5905933788014151041,P2 - High Priority,High,rule_driven_high_risk,0.5540594243471594,12,Critical,anomaly,0.0816413373999062,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_7760079751081658559,P2 - High Priority,High,rule_driven_high_risk,0.5540344176351228,12,Critical,anomaly,0.0816152160030037,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_2244903517044280975,P2 - High Priority,High,rule_driven_high_risk,0.5539190960970153,12,Critical,anomaly,0.08149475395809724,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_2969087638814291714,P2 - High Priority,High,rule_driven_high_risk,0.5536593400043185,12,Critical,anomaly,0.08122341912666264,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-62891505109755100,P2 - High Priority,High,rule_driven_high_risk,0.5533580994699817,12,Critical,anomaly,0.08090875066688974,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-3140754468249228022,P2 - High Priority,High,rule_driven_high_risk,0.5533051362772119,12,Critical,anomaly,0.08085342661718897,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-3572295706132449090,P2 - High Priority,High,rule_driven_high_risk,0.5531638913928669,12,Critical,anomaly,0.08070588568181825,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_6702054389824523327,P2 - High Priority,High,rule_driven_high_risk,0.5529864350801612,12,Critical,anomaly,0.08052051917820657,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-2032740670708110312,P2 - High Priority,High,rule_driven_high_risk,0.5527976086982649,12,Critical,anomaly,0.08032327577971565,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-5340885607150360719,P2 - High Priority,High,rule_driven_high_risk,0.5527062940951304,12,Critical,anomaly,0.0802278907891586,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_3441699978641526775,P2 - High Priority,High,rule_driven_high_risk,0.5524646612926973,12,Critical,anomaly,0.07997548710138935,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-7125370327234065733,P2 - High Priority,High,rule_driven_high_risk,0.5524262794413105,12,Critical,anomaly,0.07993539436258934,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_8478683141242372735,P2 - High Priority,High,rule_driven_high_risk,0.5524262794413105,12,Critical,anomaly,0.07993539436258934,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_9095955277706686312,P2 - High Priority,High,rule_driven_high_risk,0.551895633302798,12,Critical,anomaly,0.07938109444588715,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-4737948505610037427,P2 - High Priority,High,rule_driven_high_risk,0.5518666288994507,12,Critical,anomaly,0.07935079715887694,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_2967299761311489673,P2 - High Priority,High,rule_driven_high_risk,0.5516159842211905,12,Critical,anomaly,0.07908897988706765,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-8558281124275910849,P2 - High Priority,High,rule_driven_high_risk,0.5515952471010152,12,Critical,anomaly,0.07906731840090653,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-4841792440390267307,P2 - High Priority,High,rule_driven_high_risk,0.5514275744049832,12,Critical,anomaly,0.07889217162285922,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_5126469776250053435,P2 - High Priority,High,rule_driven_high_risk,0.5512878396457968,12,Critical,anomaly,0.07874620812712074,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-6290631608800952376,P2 - High Priority,High,rule_driven_high_risk,0.5510374289158242,12,Critical,anomaly,0.07848463523194393,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-305633040016166849,P2 - High Priority,High,rule_driven_high_risk,0.5508977821357495,12,Critical,anomaly,0.07833876363702352,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-7391656937286046074,P2 - High Priority,High,rule_driven_high_risk,0.5418409071030916,12,Critical,anomaly,0.06887817453284895,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_424461424221613461,P2 - High Priority,High,rule_driven_high_risk,0.5412908014793625,12,Critical,anomaly,0.06830354771606817,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_1646534811870220828,P2 - High Priority,High,rule_driven_high_risk,0.5400467762514527,12,Critical,anomaly,0.06700406953247362,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_4581070264530964999,P2 - High Priority,High,rule_driven_high_risk,0.539969528996093,12,Critical,anomaly,0.0669233789477246,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_1910039736720341651,P2 - High Priority,High,rule_driven_high_risk,0.5396353639867373,12,Critical,anomaly,0.0665743183904014,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_2139707931694085102,P2 - High Priority,High,rule_driven_high_risk,0.5394211108095414,12,Critical,anomaly,0.06635051478635412,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_4048438071314937575,P2 - High Priority,High,rule_driven_high_risk,0.5385112447757829,12,Critical,anomaly,0.06540009108566314,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-3056652732896088330,P2 - High Priority,High,rule_driven_high_risk,0.5382092658689062,12,Critical,anomaly,0.06508465134007901,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-8082428389627750477,P2 - High Priority,High,rule_driven_high_risk,0.5375258042520012,12,Critical,anomaly,0.06437072412978895,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_4963214289850966664,P2 - High Priority,High,rule_driven_high_risk,0.5375258042520012,12,Critical,anomaly,0.06437072412978895,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_73389299186801686,P2 - High Priority,High,rule_driven_high_risk,0.5375258042520012,12,Critical,anomaly,0.06437072412978895,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_7489155602821840025,P2 - High Priority,High,rule_driven_high_risk,0.5363177391435916,12,Critical,anomaly,0.06310880900337468,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_1683075246463470765,P2 - High Priority,High,rule_driven_high_risk,0.5360451150042089,12,Critical,anomaly,0.06282403252657909,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_2101007907134483259,P2 - High Priority,High,rule_driven_high_risk,0.5356364092930191,12,Critical,anomaly,0.06239710858381142,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_8059204889272489644,P2 - High Priority,High,rule_driven_high_risk,0.5355002354943394,12,Critical,anomaly,0.0622548647799146,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_3848747149919646864,P2 - High Priority,High,rule_driven_high_risk,0.5352279800129952,12,Critical,anomaly,0.06197047339424688,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-6900989714336081087,P2 - High Priority,High,rule_driven_high_risk,0.5350904397450851,12,Critical,anomaly,0.06182680221017034,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
blk_-8023826090828946372,P2 - High Priority,High,rule_driven_high_risk,0.5345464210738238,12,Critical,anomaly,0.061258533674362514,E3,dfs.DataNode$DataXceiver,WARN,1,1,0,0.0,0.0,0,"Flagged because it rule-based risk score is 12; contains WARN-level log activity; contains exception/error/failure-related text; contains Event ID E3, associated with exception while serving an HDFS block; was flagged as anomalous by Isolation Forest; ends with an E3 exception event.",Prioritize for analyst review. Check whether the WARN/E3 exception pattern repeats across multiple blocks or components.
