block_id,log_count,first_line_id,last_line_id,line_span,first_event,last_event,unique_event_count,unique_component_count,warn_count,info_count,has_warn,event_sequence,component_sequence,level_sequence
blk_-1614641487214609125,1,65,65,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-1635752698830216319,1,262,262,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1641081065757890722,1,1566,1566,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-1649239999940418046,1,1267,1267,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-165500353496111884,1,139,139,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1657856234642335063,1,1070,1070,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1661553043410372067,1,52,52,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1674094254141559552,1,264,264,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-1675768179383804109,1,1197,1197,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1680175975862749862,1,988,988,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-1680563440028826904,1,644,644,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1690784932539647416,1,1261,1261,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1693418636466747515,1,1737,1737,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-1704027189958470814,1,1063,1063,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1727475099218615100,1,16,16,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-1728983474612515818,1,1050,1050,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1732662141253491971,1,707,707,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-1733026139299872187,1,1815,1815,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1733154814375651491,1,979,979,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1733803097614960767,1,767,767,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1750007847201154657,1,865,865,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-1751996688557225241,1,559,559,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1753161039594546561,1,511,511,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1754204887541031211,1,1395,1395,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-1755309160709170318,1,1857,1857,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-17685631368401548,1,1185,1185,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-1775264355226395799,1,473,473,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-178934379749864379,1,1977,1977,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1798958443298220150,1,112,112,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1800458850981311953,1,1741,1741,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-1821104627978106102,1,1555,1555,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1842096107468319932,1,1321,1321,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1846853350696018836,1,1639,1639,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-1849105860762445186,1,593,593,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-1851265222873801714,1,338,338,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-185994527242886002,1,913,913,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-1868325377308234190,1,1207,1207,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-1897524391075610396,1,464,464,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-190773840747023361,1,1312,1312,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1910608563003942187,1,1816,1816,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-191333338640084691,1,1968,1968,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1932467763723526131,1,1527,1527,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1939956833921604216,1,450,450,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-1941312615450572331,1,1008,1008,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-1948505589144820414,1,1756,1756,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-1956140031907143783,1,1087,1087,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-1957299792594627113,1,1260,1260,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-1970947032352756307,1,1895,1895,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2004529166303428909,1,769,769,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2012430628930443984,1,400,400,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2013946318750925538,1,208,208,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2014243777892518956,1,1281,1281,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2015110815660478655,1,178,178,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2016403519138424998,1,505,505,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2020273862360001901,1,273,273,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2023442822091562967,1,1065,1065,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2025578204394955498,1,822,822,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2025617675484194470,1,1993,1993,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-20269367189114433,1,334,334,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-2032740670708110312,1,93,93,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-2035996502664501008,1,965,965,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2051219911597308805,1,1345,1345,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2068111211565768713,1,1658,1658,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2073265102548439691,1,513,513,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-207775976836691685,1,151,151,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2082401934988378573,1,1102,1102,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2094397855762091248,1,37,37,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2098161025946048013,1,1878,1878,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-210021574616486609,1,175,175,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2117066166574895060,1,616,616,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2125743956855238111,1,1499,1499,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2129171714384027465,1,69,69,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2141627858612526069,1,527,527,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2144263949276079479,1,566,566,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2151458111813215098,1,978,978,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2192382893903170466,1,664,664,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2194976790278647102,1,1627,1627,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2210703755506918304,1,876,876,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2225353020301959077,1,1146,1146,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2230892279625104430,1,437,437,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2242088550278361724,1,933,933,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2243784245784480521,1,1251,1251,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2250942073136893488,1,1753,1753,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2268450354164990110,1,1444,1444,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2268477281422551537,1,1866,1866,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-227411387418683230,1,652,652,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2281067667503210140,1,1461,1461,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2285729896739318683,1,361,361,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-2313277713021896570,1,1337,1337,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2321016155994168744,1,977,977,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2332150303475653460,1,1330,1330,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2345355483730155757,1,1648,1648,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-23492739449820023,1,1837,1837,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2402036602753320612,1,592,592,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2421414377433740760,1,1293,1293,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2425070029518924403,1,453,453,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2439225174716664723,1,841,841,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2445347158368483245,1,463,463,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2451769929123196359,1,1575,1575,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2452477352812192142,1,55,55,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2466006073687914843,1,286,286,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2480595760294717232,1,48,48,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2492400942012223395,1,1366,1366,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2506231977021079951,1,1332,1332,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2518425063392446785,1,1871,1871,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2530087534157630851,1,61,61,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-253282915050290778,1,1588,1588,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2541428592126088938,1,647,647,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-2557432794238860908,1,843,843,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-2583370070230800221,1,969,969,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2589662411410634043,1,421,421,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-2591043665372016488,1,706,706,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2600305892036631113,1,565,565,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2654726224018724510,1,1539,1539,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-265588615173040885,1,773,773,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2656323385657954732,1,1113,1113,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-26568864070436835,1,210,210,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2658615574293326723,1,1586,1586,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2667669005094349452,1,1446,1446,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2680500627064966252,1,1346,1346,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2722768686407017386,1,1874,1874,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-272707591443354058,1,328,328,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-2746863406163228797,1,609,609,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2780312306380730204,1,1286,1286,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2794533871450434534,1,80,80,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-2808875502459981198,1,1902,1902,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2826763604408365998,1,470,470,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2827716238972737794,1,70,70,0,E14,E14,1,1,0,1,0,E14,dfs.DataBlockScanner,INFO
blk_-2834195813213005328,1,415,415,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-28342503914935090,1,26,26,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2843780069100181052,1,1758,1758,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2852294661215451806,1,1772,1772,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2856928563366064757,1,550,550,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2890295200276774269,1,1405,1405,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2895171018912807248,1,1840,1840,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2896670847306153652,1,157,157,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-2901225370888235702,1,302,302,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-2901266958756042716,1,938,938,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-2907776069874917892,1,1378,1378,0,E8,E8,1,1,0,1,0,E8,dfs.FSNamesystem,INFO
blk_-290874442865281380,1,1284,1284,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2916658835497879256,1,721,721,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2918118818249673980,1,78,78,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-2923662094689783995,1,1156,1156,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2929627680703662712,1,867,867,0,E9,E9,1,1,0,1,0,E9,dfs.FSDataset,INFO
blk_-2934265883100282310,1,1929,1929,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-2935178173527646581,1,1447,1447,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-295306975763175640,1,1998,1998,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-29548654251973735,1,45,45,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2959268996938658555,1,1966,1966,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-2975629975082443857,1,353,353,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-2989288139685694818,1,1080,1080,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3010126661650043258,1,187,187,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-3023983271692989109,1,1788,1788,0,E11,E11,1,1,0,1,0,E11,dfs.DataNode$PacketResponder,INFO
blk_-3025440686907267472,1,1297,1297,0,E10,E10,1,1,0,1,0,E10,dfs.DataNode$PacketResponder,INFO
blk_-3055230140330616860,1,1822,1822,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-305633040016166849,1,88,88,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-3056652732896088330,1,683,683,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-309134958179110212,1,1128,1128,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3091906986951252347,1,1295,1295,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-3134225108208373949,1,1129,1129,0,E1,E1,1,1,0,1,0,E1,dfs.DataNode$DataXceiver,INFO
blk_-3140031507252212554,1,1127,1127,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-3140754468249228022,1,85,85,0,E3,E3,1,1,1,0,1,E3,dfs.DataNode$DataXceiver,WARN
blk_-3152434225121092058,1,1908,1908,0,E7,E7,1,1,0,1,0,E7,dfs.FSNamesystem,INFO
blk_-3157541550945505354,1,726,726,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
blk_-3170270010972115378,1,661,661,0,E6,E6,1,1,0,1,0,E6,dfs.FSNamesystem,INFO
blk_-3172594752427649592,1,749,749,0,E13,E13,1,1,0,1,0,E13,dfs.DataNode$DataXceiver,INFO
